1057;1806;St-Légier-Chiésaz;VD
1058;1807;Blonay;VD
1060;1071;Rivaz;VD
1061;1071;St-Saphorin-Lavaux;VD
1062;1814;La Tour-de-Peilz;VD
1063;1815;Clarens;VD
1064;1816;Chailly-Montreux;VD
1065;1817;Brent;VD
1066;1820;Montreux;VD
1067;1820;Montreux 1;VD
1068;1820;Montreux 2;VD
1070;1820;Territet-Veytaux;VD
1071;1820;Montreux 1 Dist;VD
1072;1822;Chernex;VD
1073;1823;Glion;VD
1074;1824;Caux;VD
1076;1832;Villard-sur-Chamby;VD
1077;1669;Sciernes-d'Albeuve;FR
1078;1658;La Tine;VD
1079;1660;Les Moulins;VD
1080;1659;Flendruz;VD
1081;1660;L'Etivaz;VD
1083;1832;Chamby;VD
1084;1833;Les Avants;VD
1086;1669;Montbovon;FR
1087;1658;Rossinière;VD
1088;1660;Château-d'Oex;VD
1089;1659;Rougemont;VD
1090;1844;Villeneuve VD;VD
1091;1847;Rennaz;VD
1092;1845;Noville;VD
1093;1846;Chessel;VD
1094;1852;Roche VD;VD
1095;1853;Yvorne;VD
1096;1854;Leysin;VD
1099;1867;St-Triphon;VD
1100;1860;Aigle;VD
1103;1856;Corbeyrier;VD
1104;1862;La Comballaz;VD
1105;1862;Les Mosses;VD
1106;1866;La Forclaz VD;VD
1107;1884;Huémoz;VD
1108;1867;Panex;VD
1109;1863;Le Sépey;VD
1110;1864;Vers-l'Eglise;VD
1111;1865;Les Diablerets;VD
1112;1867;Ollon VD;VD
1113;1868;Collombey;VS
1114;1870;Monthey;VS
1115;1870;Monthey 1;VS
1116;1870;Monthey 2;VS
1117;1871;Choëx;VS
1118;1871;Les Giettes;VS
1119;1872;Troistorrents;VS
1120;1873;Val-d'Illiez;VS
1122;1874;Champéry;VS
1123;1875;Morgins;VS
1124;1880;Bex;VD
1128;1880;Fenalet-sur-Bex;VD
1129;1880;Frenières-sur-Bex;VD
1130;1880;Les Plans-sur-Bex;VD
1131;1882;Les Posses-sur-Bex;VD
1132;1882;Gryon;VD
1134;1884;Villars-sur-Ollon;VD
1135;1885;Chesières;VD
1136;1890;St-Maurice;VS
1138;1890;Mex VS;VS
1139;1891;Vérossaz;VS
1140;1869;Massongex;VS
1141;1895;Vionnaz;VS
1142;1897;Les Evouettes;VS
1143;1899;Torgon;VS
1144;1892;Lavey-Village;VD
1145;1893;Muraz (Collombey);VS
1146;1896;Vouvry;VS
1147;1896;Miex;VS
1148;1897;Bouveret;VS
1149;1898;St-Gingolph;VS
1150;1902;Evionnaz;VS
1151;1903;Collonges;VS
1152;1904;Vernayaz;VS
1153;1905;Dorénaz;VS
1154;1906;Charrat;VS
1155;1907;Saxon;VS
1156;1908;Riddes;VS
1158;1912;Leytron;VS
1159;1911;Ovronnaz;VS
1160;1913;Saillon;VS
1161;1914;Isérables;VS
1162;1918;La Tzoumaz;VS
1163;1955;Chamoson;VS
1164;1955;St-Pierre-Clages;VS
1165;1957;Ardon;VS
1166;1920;Martigny;VS
1167;1920;Martigny 1;VS
1168;1920;Martigny 2;VS
1169;1921;Martigny-Croix;VS
1171;1923;Le Trétien;VS
1172;1925;Le Châtelard VS;VS
1173;1927;Chemin;VS
1174;1929;Trient;VS
1175;1928;Ravoire;VS
1176;1922;Salvan;VS
1177;1922;Granges (Salvan);VS
1178;1923;Les Marécottes;VS
1179;1925;Finhaut;VS
1180;1926;Fully;VS
1182;1932;Bovernier;VS
1183;1947;Versegères;VS
1184;1941;Vollèges;VS
1185;1942;Levron;VS
1186;1948;Lourtier;VS
1187;1948;Fionnay;VS
1188;1948;Sarreyer;VS
1189;1945;Liddes;VS
1190;1946;Bourg-St-Pierre;VS
1191;1943;Praz-de-Fort;VS
1192;1944;La Fouly VS;VS
1193;1933;Sembrancher;VS
1194;1934;Le Châble VS;VS
1195;1936;Verbier;VS
1198;1937;Orsières;VS
1199;1938;Champex-Lac;VS
1200;1950;Sion;VS
1201;1950;Sion 1;VS
1203;1950;Sion 1 Dist;VS
1205;1951;Sion;VS
1207;1950;Sion 2;VS
1208;1950;Sion 3;VS
1210;1975;St-Séverin;VS
1211;1976;Erde;VS
1212;1976;Aven;VS
1213;1976;Daillon;VS
1214;1971;Grimisuat;VS
1215;1974;Arbaz;VS
1216;1961;Vernamiège;VS
1217;1973;Nax;VS
1218;1968;Mase;VS
1219;1969;St-Martin VS;VS
1220;1981;Vex;VS
1221;1982;Euseigne;VS
1222;1984;Les Haudères;VS
1223;1986;Arolla;VS
1224;1985;La Sage;VS
1225;1987;Hérémence;VS
1226;1987;Mâche;VS
1227;1988;Les Collons;VS
1228;1991;Salins;VS
1229;1992;Les Agettes;VS
